Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	23.0	13.197956149026556	-inf	43	0.982	0.0005	2.3554364840189616e-05
2000	21.835164835164836	12.845885933340286	-inf	91	0.964	0.0005	0.0003600560956531101
3000	22.02	14.462351122829237	24.23	134	0.946	0.0005	0.0006060485045115153
4000	21.67	13.727385038673608	24.23	182	0.9279999999999999	0.0005	0.0008563733100891113
5000	20.51	10.240600568326059	24.23	229	0.91	0.0005	0.0011060153775744967
6000	22.62	13.032866146784443	24.23	271	0.892	0.0005	0.0013583215077718098
7000	23.76	14.50318585690744	24.23	313	0.874	0.0005	0.0016136482689115736
8000	24.57	14.212146213714522	25.43	353	0.856	0.0005	0.0018692823913362292
9000	26.32	15.489273707956743	26.48	389	0.838	0.0005	0.0021290687719980874
10000	28.66	18.004566087523465	28.66	418	0.82	0.0005	0.00239597929848565
11000	30.32	19.03779398985082	30.64	451	0.802	0.0005	0.002667046387990316
12000	33.18	23.32740019805036	33.18	473	0.784	0.0005	0.002940881848335266
13000	36.38	25.09533024289579	36.84	497	0.766	0.0005	0.003213946885532803
14000	39.08	26.232681906354905	39.63	520	0.748	0.0005	0.0034915271070268417
15000	41.9	28.565888748645644	41.9	542	0.73	0.0005	0.003777357008722093
16000	46.45	34.78343715045999	46.45	560	0.712	0.0005	0.0040596359968185424
17000	48.93	36.40254249362261	49.43	575	0.694	0.0005	0.004344915416505601
18000	53.25	38.96905823855639	53.25	591	0.6759999999999999	0.0005	0.004639458656311035
19000	54.39	37.82245232662737	54.39	612	0.6579999999999999	0.0005	0.00494414038128323
20000	54.99	38.927752311172554	55.7	631	0.6399999999999999	0.0005	0.005241475900014242
21000	55.14	35.46745550501191	56.9	650	0.622	0.0005	0.005537128183576796
22000	58.49	38.892800104903735	59.34	661	0.604	0.0005	0.00583859728442298
23000	60.65	41.36360114883615	61.67	674	0.586	0.0005	0.006148463620079888
24000	66.41	46.99384959758032	66.41	683	0.5680000000000001	0.0005	0.006466978126102024
25000	66.78	47.78170779702207	67.45	695	0.55	0.0005	0.006782681014802721
26000	72.91	51.163677545696416	73.19	704	0.532	0.0005	0.007104700803756714
27000	80.52	56.03025611221137	80.52	709	0.514	0.0005	0.007428375416331821
28000	84.88	58.948838835044064	84.88	717	0.4959999999999999	0.0005	0.007744691901736789
29000	92.13	61.75235299160672	92.13	727	0.478	0.0005	0.008059839738739862
30000	98.93	64.75851372599591	98.93	732	0.45999999999999996	0.0005	0.008384855455822415
