Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	19.607843137254903	10.612753022684176	-inf	51	0.982	0.0005	2.4423930380079483e-05
2000	20.26530612244898	10.216584177367103	-inf	98	0.964	0.0005	0.00036253591378529866
3000	20.08	8.970707887340886	20.45	150	0.946	0.0005	0.0006185156769222684
4000	20.76	9.741786283839325	21.29	194	0.9279999999999999	0.0005	0.0008778890636232164
5000	21.14	10.043923536148608	21.43	243	0.91	0.0005	0.001140599913067288
6000	21.21	10.398360447685972	22.46	288	0.892	0.0005	0.0014354305134879218
7000	23.82	13.277334069759636	24.17	325	0.874	0.0005	0.0017145736349953545
8000	25.32	14.906293972681473	25.86	364	0.856	0.0005	0.0020155519909328887
9000	27.48	16.240985191791783	27.48	398	0.838	0.0005	0.002290012174182468
10000	29.15	17.625762394858274	29.52	425	0.82	0.0005	0.0025696626636717056
11000	30.7	19.263177308014374	30.7	460	0.802	0.0005	0.002846318417125278
12000	32.24	20.767821262713138	32.24	490	0.784	0.0005	0.003121968706448873
13000	33.81	22.79986622767774	34.4	515	0.766	0.0005	0.0033982660373051963
14000	33.97	21.193609886001013	34.84	544	0.748	0.0005	0.003680943250656128
15000	38.28	23.622480818068198	38.48	565	0.73	0.0005	0.003968461420800951
16000	41.03	25.195815128707384	41.51	585	0.712	0.0005	0.004252216551038954
17000	45.83	32.01282711664185	45.86	599	0.694	0.0005	0.004543751080830892
18000	49.01	34.67520583933137	49.42	614	0.6759999999999999	0.0005	0.004840167893303765
19000	52.54	38.7872195445871	53.4	635	0.6579999999999999	0.0005	0.005140161646736993
20000	57.07	41.815130036865845	57.07	650	0.6399999999999999	0.0005	0.005436481369866265
21000	61.6	45.73117098872497	61.6	662	0.622	0.0005	0.005743619203567505
22000	63.45	45.8892961375526	63.45	677	0.604	0.0005	0.006061344610320197
23000	63.5	45.92091026972353	67.2	693	0.586	0.0005	0.006377700765927633
