Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	19.215686274509803	9.187189985144801	-inf	51	0.982	0.02	2.593623267279731e-05
2000	20.275510204081634	10.604947451731078	-inf	98	0.964	0.02	0.00034623490439520944
3000	21.06	10.722704882631062	21.1	149	0.946	0.02	0.0005811719761954413
4000	18.38	7.371268547543225	21.1	205	0.9279999999999999	0.02	0.0008170719941457112
5000	20.48	10.329065785442555	21.1	246	0.91	0.02	0.0010576961437861125
6000	22.65	12.217507929197346	22.65	291	0.892	0.02	0.0012970693243874443
7000	21.38	12.611724703624006	22.75	342	0.874	0.02	0.001537823412153456
8000	19.61	11.477713186867843	22.75	393	0.856	0.02	0.0017883827951219347
9000	19.91	9.862144797152393	22.75	441	0.838	0.02	0.0020371397336324056
10000	19.31	9.907265011091608	22.75	496	0.82	0.02	0.0022956766022576226
11000	17.95	8.364657793358912	22.75	551	0.802	0.02	0.002556443214416504
12000	18.36	8.050490668276066	22.75	606	0.784	0.02	0.002825951245095995
13000	18.41	8.196456551461734	22.75	660	0.766	0.02	0.003103498352898492
14000	19.6	10.58772874605314	22.75	707	0.748	0.02	0.003378979563713074
