Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	20.708333333333332	7.815471657054501	-inf	48	0.982	0.02	2.266453372107612e-05
2000	21.49462365591398	9.567669187193369	-inf	93	0.964	0.02	0.000530372593137953
3000	22.52	10.086109259769103	23.08	136	0.946	0.02	0.0009291046195560031
4000	22.83	12.509240584463951	23.08	180	0.9279999999999999	0.02	0.0013178286287519668
5000	22.31	12.927254155465496	23.33	225	0.91	0.02	0.0017092010709974501
6000	22.84	13.588024138924686	23.58	268	0.892	0.02	0.0021012905571195814
7000	23.69	10.79786552981653	23.89	307	0.874	0.02	0.002492622865570916
8000	23.23	11.695174218454378	23.89	353	0.856	0.02	0.0028990484608544245
9000	22.36	11.29470672483354	23.89	397	0.838	0.02	0.0032916339900758533
10000	24.23	15.25572351611027	24.97	434	0.82	0.02	0.003681781623098585
11000	24.5	15.830666442067434	24.97	480	0.802	0.02	0.004086078074243334
12000	22.31	12.015569066839904	24.97	524	0.784	0.02	0.004482464326752557
13000	23.61	12.726268109701289	24.97	562	0.766	0.02	0.004874282081921895
