Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.9109320640563965	0	19.168583	8.522807	51.0	9.0	19.168582375478927	8.522807439414818	5003	5003
3.4818360805511475	1	26.978495	13.1095295	80.0	9.0	26.978494623655912	13.109529075163293	5018	10021
5.01517915725708	2	34.979168	17.909288	102.0	12.0	34.979166666666664	17.90928869407654	5037	15058
6.852908134460449	3	44.919643	19.792738	114.0	15.0	44.919642857142854	19.79273784247698	5031	20089
8.620543956756592	4	51.122448	21.797895	134.0	13.0	51.12244897959184	21.797896035019512	5010	25099
10.273274898529053	5	57.91954	25.120499	130.0	22.0	57.91954022988506	25.12049966136994	5039	30138
11.913203001022339	6	56.166668	22.5	149.0	20.0	56.166666666666664	22.5	5055	35193
13.611600875854492	7	58.44186	18.498022	115.0	27.0	58.44186046511628	18.49802293091408	5026	40219
15.149378061294556	8	66.986664	26.086264	168.0	22.0	66.98666666666666	26.086263733151892	5024	45243
16.592628002166748	9	73.171425	30.469645	193.0	27.0	73.17142857142858	30.469643642049203	5122	50365
18.01032304763794	10	87.96491	37.27798	200.0	27.0	87.96491228070175	37.27798132489167	5014	55379
19.437868118286133	11	95.73585	34.036137	200.0	39.0	95.73584905660377	34.03613559389338	5074	60453
20.974967002868652	12	118.95349	40.076645	200.0	48.0	118.95348837209302	40.07664371616204	5115	65568
22.459486961364746	13	141.02777	41.49932	200.0	29.0	141.02777777777777	41.499321353963204	5077	70645
23.97419285774231	14	182.71428	22.936024	200.0	134.0	182.71428571428572	22.93602460082819	5116	75761
25.52092695236206	15	188.25926	24.41401	200.0	97.0	188.25925925925927	24.41401023485489	5083	80844
26.96477508544922	16	185.55556	31.918106	200.0	80.0	185.55555555555554	31.918105083146234	5010	85854
28.419195890426636	17	196.8077	12.697727	200.0	136.0	196.80769230769232	12.697726116148122	5117	90971
29.937889099121094	18	192.33333	17.964987	200.0	127.0	192.33333333333334	17.964986522141913	5193	96164
31.381535053253174	19	193.5	10.583914	200.0	168.0	193.5	10.583913773705396	5031	101195
32.838658809661865	20	190.92592	18.783218	200.0	111.0	190.92592592592592	18.783219315292172	5155	106350
34.2907989025116	21	182.67857	15.777592	200.0	150.0	182.67857142857142	15.777591640018565	5115	111465
35.74354410171509	22	171.03334	17.66632	200.0	145.0	171.03333333333333	17.666320751330453	5131	116596
37.18613004684448	23	167.13333	18.930986	200.0	137.0	167.13333333333333	18.930985769954564	5014	121610
38.61552906036377	24	169.0	24.280308	200.0	99.0	169.0	24.28030752139135	5070	126680
40.07728290557861	25	165.0	17.734604	200.0	133.0	165.0	17.734602590198012	5115	131795
41.553447008132935	26	170.96666	16.49744	200.0	124.0	170.96666666666667	16.49744087898349	5129	136924
43.02845501899719	27	172.75862	20.934471	200.0	131.0	172.75862068965517	20.934471114793503	5010	141934
44.64194583892822	28	183.46428	13.639444	200.0	154.0	183.46428571428572	13.639444225316154	5137	147071
47.814533948898315	29	195.5	7.6119843	200.0	173.0	195.5	7.61198447793397	5083	152154
50.63219094276428	30	199.96153	0.1923077	200.0	199.0	199.96153846153845	0.1923076923076923	5199	157353
53.60127019882202	31	199.53847	2.3076923	200.0	188.0	199.53846153846155	2.307692307692307	5188	162541
56.18427300453186	32	200.0	0.0	200.0	200.0	200.0	0.0	5200	167741
58.566718101501465	33	200.0	0.0	200.0	200.0	200.0	0.0	5200	172941
60.16247606277466	34	200.0	0.0	200.0	200.0	200.0	0.0	5200	178141
61.6452739238739	35	200.0	0.0	200.0	200.0	200.0	0.0	5200	183341
63.21454119682312	36	200.0	0.0	200.0	200.0	200.0	0.0	5200	188541
65.53552222251892	37	200.0	0.0	200.0	200.0	200.0	0.0	5200	193741
67.03314113616943	38	200.0	0.0	200.0	200.0	200.0	0.0	5200	198941
68.50360894203186	39	200.0	0.0	200.0	200.0	200.0	0.0	5200	204141
69.94929480552673	40	200.0	0.0	200.0	200.0	200.0	0.0	5200	209341
71.40461897850037	41	200.0	0.0	200.0	200.0	200.0	0.0	5200	214541
72.87932705879211	42	200.0	0.0	200.0	200.0	200.0	0.0	5200	219741
74.33981800079346	43	200.0	0.0	200.0	200.0	200.0	0.0	5200	224941
75.7875862121582	44	200.0	0.0	200.0	200.0	200.0	0.0	5200	230141
77.24993801116943	45	200.0	0.0	200.0	200.0	200.0	0.0	5200	235341
78.77150297164917	46	200.0	0.0	200.0	200.0	200.0	0.0	5200	240541
80.27967286109924	47	200.0	0.0	200.0	200.0	200.0	0.0	5200	245741
81.77196598052979	48	200.0	0.0	200.0	200.0	200.0	0.0	5200	250941
83.26760601997375	49	200.0	0.0	200.0	200.0	200.0	0.0	5200	256141
84.76270604133606	50	200.0	0.0	200.0	200.0	200.0	0.0	5200	261341
86.19132709503174	51	197.1923	9.774453	200.0	160.0	197.19230769230768	9.774453479780973	5127	266468
87.67254209518433	52	197.57692	12.115385	200.0	137.0	197.57692307692307	12.115384615384615	5137	271605
89.23823285102844	53	199.76923	1.1538461	200.0	194.0	199.76923076923077	1.1538461538461537	5194	276799
90.79030513763428	54	192.51852	18.243965	200.0	137.0	192.5185185185185	18.24396474610342	5198	281997
92.20035696029663	55	196.03847	11.116449	200.0	159.0	196.03846153846155	11.116449243665095	5097	287094
93.63590002059937	56	197.34616	9.277526	200.0	161.0	197.34615384615384	9.277525812796243	5131	292225
95.04473090171814	57	192.8077	19.135185	200.0	114.0	192.80769230769232	19.1351855346058	5013	297238
