Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	19.92	9.309865734799832	-inf	50	0.982	0.0005	2.2540953424241806e-05
2000	19.75	9.174284713262391	19.75	101	0.964	0.0005	0.0005208064450158013
3000	19.4	8.531119504496465	19.82	153	0.946	0.0005	0.0009192720386717054
4000	20.67	9.447809269878388	20.67	198	0.9279999999999999	0.0005	0.0013209869464238485
5000	21.44	10.444443498817925	21.78	246	0.91	0.0005	0.0017212100161446465
6000	22.98	12.112786632315457	23.09	286	0.892	0.0005	0.0021187592215008207
7000	22.11	11.89108489583688	23.09	335	0.874	0.0005	0.0025148068534003366
8000	22.07	10.886923348678451	23.09	377	0.856	0.0005	0.0029290840360853406
9000	21.89	10.70971054697558	23.09	425	0.838	0.0005	0.0033501324388715958
10000	22.06	11.740374781070662	23.09	468	0.82	0.0005	0.0037535439597235786
11000	22.24	11.829725271535262	23.09	516	0.802	0.0005	0.004151126212543911
12000	22.87	12.259408631740765	23.22	554	0.784	0.0005	0.004547526505258348
13000	22.8	11.334019587066189	23.58	602	0.766	0.0005	0.004944922592904833
14000	23.83	11.547341685426996	24.09	641	0.748	0.0005	0.005344707303576999
15000	21.41	11.17326720346381	24.09	695	0.73	0.0005	0.00574137118127611
16000	20.04	9.778466137385761	24.09	741	0.712	0.0005	0.006138909724023607
17000	21.77	11.969841268788821	24.09	786	0.694	0.0005	0.006539496315850152
18000	23.03	11.68456674421435	24.09	828	0.6759999999999999	0.0005	0.006951098177168104
19000	22.88	10.934605617030732	24.09	874	0.6579999999999999	0.0005	0.007362848851415846
20000	23.01	11.484332806044938	24.09	914	0.6399999999999999	0.0005	0.00777823527654012
21000	24.15	13.496203169780753	24.18	955	0.622	0.0005	0.008189826276567247
22000	24.24	14.741858770182274	25.36	997	0.604	0.0005	0.008588255246480306
23000	24.41	14.83920146099513	25.36	1039	0.586	0.0005	0.008990520437558491
24000	22.64	11.95535026672159	25.36	1083	0.5680000000000001	0.0005	0.00938604493935903
25000	21.51	11.314146012846042	25.36	1131	0.55	0.0005	0.009786491394042968
26000	23.22	14.482113105482915	25.36	1170	0.532	0.0005	0.010189157393243577
27000	24.53	14.257948660308747	25.36	1208	0.514	0.0005	0.010600691570176018
28000	23.53	12.72120670376832	25.36	1256	0.4959999999999999	0.0005	0.01100933783584171
29000	21.67	10.535705956413173	25.36	1302	0.478	0.0005	0.01140449755721622
30000	21.03	11.536424922825962	25.36	1350	0.45999999999999996	0.0005	0.011798851291338603
31000	21.94	11.605016156817706	25.36	1394	0.44199999999999995	0.0005	0.012198929786682128
32000	21.49	9.801525391488816	25.36	1444	0.42399999999999993	0.0005	0.012601774334907532
33000	20.81	10.646778855597594	25.36	1490	0.4059999999999999	0.0005	0.01299661225742764
34000	21.3	12.331666554038836	25.36	1538	0.3879999999999999	0.0005	0.013391645285818312
35000	20.69	11.664214504200444	25.36	1587	0.37	0.0005	0.013787869612375896
36000	19.94	9.826311617285501	25.36	1637	0.352	0.0005	0.014181035094790989
37000	18.54	9.516743140381587	25.36	1695	0.33399999999999996	0.0005	0.014582215547561646
38000	16.06	8.131199173553677	25.36	1763	0.31599999999999995	0.0005	0.014983182549476623
39000	15.33	6.198475619053446	25.36	1825	0.29799999999999993	0.0005	0.01537968741522895
40000	16.12	6.59132763561333	25.36	1885	0.2799999999999999	0.0005	0.01577520900302463
41000	15.53	6.558132356090415	25.36	1955	0.262	0.0005	0.016171690622965494
42000	13.98	4.8907668110430285	25.36	2029	0.244	0.0005	0.016575060420566137
43000	12.91	4.18591686491741	25.36	2107	0.22599999999999998	0.0005	0.016976127624511717
44000	12.31	3.154980190112134	25.36	2186	0.20799999999999996	0.0005	0.01737170265780555
45000	12.04	2.8597902020952515	25.36	2269	0.18999999999999995	0.0005	0.017771009537908767
46000	11.95	2.971110903349116	25.36	2353	0.17199999999999993	0.0005	0.01817746188905504
47000	11.46	2.228990803031722	25.36	2441	0.15400000000000003	0.0005	0.018577955298953588
48000	11.43	2.7937609060189814	25.36	2529	0.136	0.0005	0.018976664278242322
49000	11.32	2.3016515809305282	25.36	2616	0.118	0.0005	0.019387842019399006
50000	10.84	1.8693314312876674	25.36	2709	0.1	0.0005	0.019797119498252868
51000	10.53	1.9102617621676878	25.36	2803	0.0984	0.0005	0.020195536149872673
52000	10.49	1.797192254601605	25.36	2898	0.09680000000000001	0.0005	0.0205922132730484
53000	10.34	1.537660560722034	25.36	2995	0.0952	0.0005	0.021004155808024935
54000	10.3	1.6217274740226855	25.36	3092	0.0936	0.0005	0.02141449537542131
55000	10.43	1.6688618876348031	25.36	3188	0.092	0.0005	0.02182858751879798
56000	10.57	1.6568343308852578	25.36	3282	0.09040000000000001	0.0005	0.022232695288128324
57000	10.18	1.5058552387264852	25.36	3381	0.0888	0.0005	0.022631543940967985
58000	10.06	1.6051168181786646	25.36	3480	0.0872	0.0005	0.023029580314954123
59000	10.49	2.05180408421467	25.36	3575	0.08560000000000001	0.0005	0.023427401449945238
60000	10.39	1.7081861725233585	25.36	3671	0.084	0.0005	0.023828267322646247
61000	10.07	1.18536914081648	25.36	3770	0.0824	0.0005	0.024224173227945962
62000	10.03	1.2605950975630518	25.36	3870	0.08080000000000001	0.0005	0.0246361952357822
63000	10.05	1.5256146302392357	25.36	3969	0.0792	0.0005	0.025043552252981396
64000	9.82	1.1608617488745159	25.36	4071	0.0776	0.0005	0.025445251994662816
65000	10.31	1.671496335622666	25.36	4168	0.07600000000000001	0.0005	0.02584839185078939
66000	10.28	1.5879546593023366	25.36	4266	0.07440000000000001	0.0005	0.026270677381091647
67000	10.24	1.4079772725438433	25.36	4364	0.0728	0.0005	0.026750409470664132
68000	10.01	1.545930140724347	25.36	4464	0.07120000000000001	0.0005	0.027156390017933317
69000	10.03	1.4032462364104172	25.36	4563	0.06960000000000001	0.0005	0.02756026009718577
70000	10.12	1.2983065893693986	25.36	4662	0.068	0.0005	0.02796521676911248
71000	10.04	1.4485855169785455	25.36	4762	0.06640000000000001	0.0005	0.028373143672943114
72000	10.29	1.5510963864312237	25.36	4859	0.0648	0.0005	0.028788362741470338
73000	9.84	1.1892854997854805	25.36	4960	0.0632	0.0005	0.02920803149541219
74000	10.23	1.580221503460828	25.36	5058	0.06160000000000001	0.0005	0.029622626105944315
75000	10.22	1.2851459061133874	25.36	5156	0.060000000000000005	0.0005	0.030021963583098516
76000	10.17	1.5814866423716643	25.36	5254	0.0584	0.0005	0.030421737366252477
77000	9.94	1.1473447607410774	25.36	5355	0.0568	0.0005	0.030825904011726378
78000	9.92	1.3013838787997951	25.36	5455	0.0552	0.0005	0.031231516400973002
79000	9.96	1.3484806264830058	25.36	5556	0.05360000000000001	0.0005	0.03164495388666789
80000	9.94	1.173200750084997	25.36	5656	0.052000000000000005	0.0005	0.03205555942323473
81000	9.88	1.43024473430249	25.36	5758	0.05040000000000001	0.0005	0.03246064656310611
82000	9.86	1.095627673984187	25.36	5859	0.0488	0.0005	0.03285494307676951
83000	9.78	1.261586303032813	25.36	5961	0.0472	0.0005	0.033250842491785684
84000	9.77	1.3479985163196584	25.36	6064	0.0456	0.0005	0.03364715470208062
85000	9.82	1.0805554127392079	25.36	6166	0.04400000000000001	0.0005	0.03404108120335473
86000	9.73	0.9365361712181757	25.36	6268	0.04240000000000001	0.0005	0.034435518715116714
87000	9.87	1.2621806526801145	25.36	6370	0.0408	0.0005	0.034831234481599596
88000	9.68	1.2399999999999998	25.36	6473	0.039200000000000006	0.0005	0.035229478942023384
89000	9.68	1.0665833300778707	25.36	6576	0.0376	0.0005	0.03562397142251333
90000	9.7	0.9	25.36	6679	0.036000000000000004	0.0005	0.03601817356215583
91000	9.7	0.9110433579144298	25.36	6782	0.034400000000000014	0.0005	0.03641736884911855
92000	9.52	1.0342146779078316	25.36	6887	0.03280000000000001	0.0005	0.03681855188475715
93000	9.65	1.061838029079765	25.36	6991	0.031200000000000006	0.0005	0.03721399267514547
94000	9.59	1.0779146533933008	25.36	7095	0.0296	0.0005	0.037607755528555976
95000	9.38	0.8919641248391105	25.36	7202	0.027999999999999997	0.0005	0.03800226754612393
96000	9.63	1.035905401086412	25.36	7306	0.026400000000000007	0.0005	0.03839872201283773
97000	9.69	1.0168087332433766	25.36	7409	0.024800000000000003	0.0005	0.038793529801898534
98000	9.62	1.084250893474384	25.36	7513	0.023200000000000012	0.0005	0.03918597850534651
99000	9.69	1.1197767634667188	25.36	7616	0.021600000000000008	0.0005	0.039581105179256865
100000	9.69	0.8797158632194829	25.36	7719	0.02	0.0005	0.03997485902574327
