Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	20.8125	11.076732840358057	-inf	48	0.982	0.0005	2.3407671186659072e-05
2000	22.370786516853933	12.988657127976426	-inf	89	0.964	0.0005	0.0003630171881781684
3000	23.35	13.848736404452213	23.88	131	0.946	0.0005	0.0006140137381023831
4000	22.4	12.642784503423286	23.88	176	0.9279999999999999	0.0005	0.0008662324481540256
5000	23.34	14.062873106161486	23.89	216	0.91	0.0005	0.0011135978831185234
6000	24.66	15.132230503134693	24.87	257	0.892	0.0005	0.0013668699396981133
7000	23.32	12.46665953653985	24.87	304	0.874	0.0005	0.0016250391801198325
8000	23.73	11.511607185792956	24.87	342	0.856	0.0005	0.0018902411063512166
9000	25.17	11.650798255913628	25.25	380	0.838	0.0005	0.0021462217966715493
10000	27.69	15.060341961589053	27.92	411	0.82	0.0005	0.0024083132214016384
11000	29.68	17.12359775280884	29.75	443	0.802	0.0005	0.002679219510820177
12000	33.57	21.418802487534172	33.57	466	0.784	0.0005	0.002950206134054396
13000	36.29	23.419348838086854	36.29	491	0.766	0.0005	0.00322047405772739
14000	37.72	23.72554741201981	38.13	517	0.748	0.0005	0.0035014465120103626
15000	41.96	26.847688913573176	41.96	536	0.73	0.0005	0.0037882622745301986
16000	47.48	30.86793805876901	47.78	551	0.712	0.0005	0.004071651763386196
17000	50.82	33.19107711418839	51.14	564	0.694	0.0005	0.004356277187665304
18000	52.13	33.86610547435297	52.96	584	0.6759999999999999	0.0005	0.004647010498576694
19000	53.6	34.419471233591025	54.39	607	0.6579999999999999	0.0005	0.00494106650352478
20000	59.67	39.95573926233877	59.67	618	0.6399999999999999	0.0005	0.005240088370111254
21000	60.26	40.085064550278574	60.29	635	0.622	0.0005	0.005532156957520379
22000	61.44	41.84622324654879	61.44	646	0.604	0.0005	0.005828353895081414
23000	64.68	44.47715818259975	65.11	659	0.586	0.0005	0.006126514540778266
24000	66.73	47.08733481521331	66.73	669	0.5680000000000001	0.0005	0.006434593465593126
25000	71.22	50.24033837465667	71.6	680	0.55	0.0005	0.00674289796087477
26000	75.39	50.778518095745966	75.39	692	0.532	0.0005	0.007059393591350979
27000	84.2	55.19329669443564	84.2	698	0.514	0.0005	0.007373864187134637
28000	90.54	56.94302766801218	90.54	707	0.4959999999999999	0.0005	0.007691456410619948
29000	94.83	60.17575176098758	94.83	712	0.478	0.0005	0.008020073042975532
30000	100.01	61.78567714284598	100.01	717	0.45999999999999996	0.0005	0.008345644805166457
31000	106.18	63.78375655290302	106.18	724	0.44199999999999995	0.0005	0.008671840230623881
32000	111.85	64.30029160120503	111.85	730	0.42399999999999993	0.0005	0.00900612003273434
33000	118.63	64.92344029701445	118.63	735	0.4059999999999999	0.0005	0.009335811734199524
34000	125.23	65.17819497347254	125.23	742	0.3879999999999999	0.0005	0.00967470751868354
35000	127.74	66.16911968584742	127.74	747	0.37	0.0005	0.01002409643597073
36000	133.3	66.86366726406801	133.3	752	0.352	0.0005	0.010365371770328946
37000	140.23	65.51409848269302	140.23	757	0.33399999999999996	0.0005	0.010717179510328505
38000	145.85	63.73388031494709	145.85	762	0.31599999999999995	0.0005	0.011060290270381504
39000	151.45	61.90094910419387	151.45	767	0.29799999999999993	0.0005	0.011411428517765469
40000	156.46	60.03472661718383	156.46	772	0.2799999999999999	0.0005	0.011777989533212449
41000	161.53	56.825954457448404	161.53	779	0.262	0.0005	0.012142768965827094
42000	166.11	55.5497785774165	166.11	784	0.244	0.0005	0.012515110903316074
43000	172.86	49.799401602830535	172.86	789	0.22599999999999998	0.0005	0.012873037192556593
44000	176.7	46.24294540792142	176.7	794	0.20799999999999996	0.0005	0.013235419657495287
45000	178.22	46.2135434694203	178.22	799	0.18999999999999995	0.0005	0.013609129654036628
46000	184.28	39.78544457461799	184.28	804	0.17199999999999993	0.0005	0.013976745671696133
47000	185.9	36.99662146737185	185.9	809	0.15400000000000003	0.0005	0.0143473572201199
48000	186.64	36.22472084088434	186.64	814	0.136	0.0005	0.014719334907001919
49000	188.19	34.65074169480359	188.19	819	0.118	0.0005	0.01509845495223999
50000	189.9	30.78782226790326	189.9	824	0.1	0.0005	0.015486020313368903
51000	191.62	26.946532244428035	191.81	829	0.0984	0.0005	0.015869251357184515
52000	192.56	26.29993155884631	192.56	834	0.09680000000000001	0.0005	0.016249246663517423
53000	194.19	21.15641510275311	194.19	839	0.0952	0.0005	0.016626847518814936
54000	195.74	17.973102125120196	195.74	844	0.0936	0.0005	0.01701441552903917
55000	196.12	17.552367361697968	196.17	849	0.092	0.0005	0.017399037546581692
56000	196.12	17.552367361697968	196.17	854	0.09040000000000001	0.0005	0.01778246177567376
57000	196.03	17.642253257449855	196.17	859	0.0888	0.0005	0.018172345492574904
58000	196.17	17.32804374417378	196.29	864	0.0872	0.0005	0.01856132917933994
59000	196.11	17.325065656441243	196.29	869	0.08560000000000001	0.0005	0.018948746853404575
60000	196.75	16.240920540412727	196.75	874	0.084	0.0005	0.019338000350528295
61000	197.57	6.51191983980147	197.77	880	0.0824	0.0005	0.01971930636299981
62000	197.5	6.523036102920173	197.77	885	0.08080000000000001	0.0005	0.020097506708568996
63000	196.82	7.539734743344755	197.77	890	0.0792	0.0005	0.020479031801223756
64000	196.07	10.380997061939668	197.77	896	0.0776	0.0005	0.020860339336925084
