Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	22.2	11.19245777794632	-inf	45	0.982	0.0005	2.3117462793986004e-05
2000	21.81111111111111	10.032053566714646	-inf	90	0.964	0.0005	0.000353061490588718
3000	21.64	10.546582384829694	22.71	136	0.946	0.0005	0.0005902187691794502
4000	21.68	11.34537791349411	22.71	182	0.9279999999999999	0.0005	0.0008294265800052219
5000	21.47	10.618337911368238	22.77	228	0.91	0.0005	0.001079113549656338
6000	21.37	10.916643256972355	22.77	275	0.892	0.0005	0.0013336514764361912
7000	20.76	10.994653246010081	22.77	324	0.874	0.0005	0.0015905263026555379
8000	22.84	12.687568719025721	22.88	361	0.856	0.0005	0.0018506422970030042
9000	26.44	15.927535904841028	26.44	393	0.838	0.0005	0.0021126691500345865
10000	30.74	18.62826884066257	30.74	421	0.82	0.0005	0.002379746635754903
11000	30.58	19.239116403826866	31.52	456	0.802	0.0005	0.0026459646224975585
12000	34.68	25.947978726675423	34.68	477	0.784	0.0005	0.0029178324672910903
13000	37.44	26.549696796762106	37.71	501	0.766	0.0005	0.0031901428434583877
14000	39.3	28.539271189012517	39.35	523	0.748	0.0005	0.003461635046535068
15000	43.19	32.007716257177734	43.54	545	0.73	0.0005	0.003736894726753235
16000	46.93	35.88795201735535	47.67	564	0.712	0.0005	0.00401397532886929
17000	47.69	35.41798836749484	49.08	580	0.694	0.0005	0.004298574725786845
18000	51.3	42.68266627098171	52.25	597	0.6759999999999999	0.0005	0.004587443007363213
19000	54.07	45.45970853404144	54.58	612	0.6579999999999999	0.0005	0.004878787530793084
20000	57.93	46.61443016920833	58.78	626	0.6399999999999999	0.0005	0.0051750469207763675
21000	61.66	46.90825513702252	62.44	640	0.622	0.0005	0.005470508072111342
22000	64.04	47.076516438666104	65.49	653	0.604	0.0005	0.005770801835589938
23000	69.31	48.12872219371714	69.31	664	0.586	0.0005	0.006074145436286926
24000	73.08	47.584173839628654	73.08	676	0.5680000000000001	0.0005	0.0063746211263868546
25000	75.17	49.00837785521981	75.17	688	0.55	0.0005	0.006677567097875807
26000	80.09	49.506786403482096	80.09	697	0.532	0.0005	0.006981891791025797
27000	82.85	49.70339525625991	82.85	707	0.514	0.0005	0.0072900038295322
28000	86.85	51.36951917236524	87.04	715	0.4959999999999999	0.0005	0.0076028663582272
29000	90.45	55.498175645691276	91.38	723	0.478	0.0005	0.00791906370057
30000	96.2	59.16282616643664	96.2	730	0.45999999999999996	0.0005	0.008240956134266323
31000	102.99	60.14956275817804	102.99	736	0.44199999999999995	0.0005	0.008563339312871298
32000	107.8	61.51211262832711	107.8	743	0.42399999999999993	0.0005	0.008895187113020155
33000	112.59	61.625497158238005	112.59	749	0.4059999999999999	0.0005	0.009225469430287679
34000	117.04	62.110211720779056	117.04	756	0.3879999999999999	0.0005	0.009553113645977444
35000	121.78	61.989124852670734	121.78	762	0.37	0.0005	0.009884380631976657
36000	126.09	62.82278169581478	126.09	770	0.352	0.0005	0.010218509634335836
37000	130.88	62.36493886792482	130.88	775	0.33399999999999996	0.0005	0.010553687479760912
38000	135.35	60.580751893650174	135.35	782	0.31599999999999995	0.0005	0.01090420299106174
39000	141.0	58.01430857986674	141.0	787	0.29799999999999993	0.0005	0.011251560979419284
40000	143.23	57.83837048188685	143.23	794	0.2799999999999999	0.0005	0.011594939960373772
41000	147.27	56.937308506813	147.27	799	0.262	0.0005	0.01194488631354438
42000	151.84	54.87617333597523	151.84	805	0.244	0.0005	0.012297466860877144
43000	155.86	53.18872436898633	155.86	810	0.22599999999999998	0.0005	0.012665270235803392
44000	160.36	50.48356564269207	160.36	815	0.20799999999999996	0.0005	0.013038770688904657
45000	162.31	48.507256158228536	162.31	820	0.18999999999999995	0.0005	0.01341441810131073
46000	165.73	46.28322698343322	165.73	825	0.17199999999999993	0.0005	0.013788269162178039
47000	169.21	42.64441229516477	169.21	831	0.15400000000000003	0.0005	0.014155473775333828
48000	170.47	42.947282801127244	170.47	836	0.136	0.0005	0.014526261422369215
49000	174.02	39.61186185980154	174.02	841	0.118	0.0005	0.014899219936794704
50000	176.28	38.323903767753094	176.28	846	0.1	0.0005	0.015276542041036817
51000	179.44	35.480507324445064	179.44	851	0.0984	0.0005	0.015661018358336554
52000	180.46	35.24923261576059	180.46	856	0.09680000000000001	0.0005	0.01605801482995351
53000	182.42	34.138008143416926	182.42	861	0.0952	0.0005	0.016445061299535962
54000	184.46	30.59556176964234	184.46	866	0.0936	0.0005	0.016828931172688803
55000	187.86	23.720463739143042	187.86	871	0.092	0.0005	0.017211925784746805
56000	187.84	23.772976254562657	188.58	877	0.09040000000000001	0.0005	0.017599475118849014
57000	190.23	21.787544606953762	190.23	882	0.0888	0.0005	0.017986538608868917
58000	191.1	21.525566194643986	191.1	887	0.0872	0.0005	0.018370197017987568
59000	193.76	11.946648065461709	193.76	892	0.08560000000000001	0.0005	0.018755856288803947
60000	193.99	11.774969214397123	194.03	897	0.084	0.0005	0.01914121899339888
61000	194.72	10.305416051766176	194.94	902	0.0824	0.0005	0.01952341192298465
62000	194.2	11.739676315810415	194.94	908	0.08080000000000001	0.0005	0.01991186519463857
63000	194.5	11.72987638468539	194.94	913	0.0792	0.0005	0.020299459762043424
64000	191.58	23.0782061694578	194.94	919	0.0776	0.0005	0.020685114728079903
65000	191.95	23.066154859447206	194.94	924	0.07600000000000001	0.0005	0.021066240866978964
66000	192.14	22.995660460182485	194.94	929	0.07440000000000001	0.0005	0.021448546051979066
67000	192.32	23.012118546539778	194.94	934	0.0728	0.0005	0.02183594604333242
68000	162.94	68.4306685631523	194.94	954	0.07120000000000001	0.0005	0.022222662965456646
69000	162.59	68.31531233918206	194.94	959	0.06960000000000001	0.0005	0.02260595632923974
70000	152.01	75.23582856591665	194.94	970	0.068	0.0005	0.022991529570685492
71000	149.49	77.75094790418956	194.94	977	0.06640000000000001	0.0005	0.023376346230506898
72000	147.96	77.11509839194916	194.94	983	0.0648	0.0005	0.02376043869389428
73000	147.2	76.74073233948187	194.94	988	0.0632	0.0005	0.024144936203956604
74000	144.63	75.72683210064977	194.94	995	0.06160000000000001	0.0005	0.024527514113320246
