Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	18.849056603773583	9.106075571702155	-inf	53	0.982	0.0005	2.430452240837945e-05
2000	20.52127659574468	10.854677120558673	-inf	94	0.964	0.0005	0.0003596329689025879
3000	21.58	12.397725597866732	21.61	143	0.946	0.0005	0.0005961307552125719
4000	21.22	12.334163935995011	21.98	190	0.9279999999999999	0.0005	0.0008358467287487454
5000	21.13	11.869839931523929	21.98	239	0.91	0.0005	0.0010863085587819417
6000	19.89	10.202837840522605	21.98	291	0.892	0.0005	0.0013419532775878907
7000	18.72	10.567951551743603	21.98	345	0.874	0.0005	0.0015869185659620497
8000	18.55	10.621087514939326	21.98	399	0.856	0.0005	0.0018401085005866156
9000	18.13	7.651999738630418	21.98	453	0.838	0.0005	0.002102880941496955
10000	18.05	7.327175444876422	21.98	510	0.82	0.0005	0.0023727638191647
11000	16.61	6.808663598680728	21.98	573	0.802	0.0005	0.002638621197806464
12000	16.03	7.197853846807394	21.98	633	0.784	0.0005	0.0029092290004094443
13000	16.58	7.454099543204396	21.98	694	0.766	0.0005	0.0031827750470903183
14000	16.68	6.589203290231682	21.98	754	0.748	0.0005	0.0034585462676154245
15000	15.47	5.72792283467576	21.98	819	0.73	0.0005	0.0037335476610395645
16000	15.35	5.860674022670088	21.98	885	0.712	0.0005	0.004010541107919481
17000	14.51	4.2626165673210625	21.98	953	0.694	0.0005	0.004291928741667006
