Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	19.94	9.157314016675414	-inf	50	0.982	0.0005	4.536158508724637e-05
2000	19.43	8.412199474572628	19.45	104	0.964	0.0005	0.00040138522783915204
3000	19.77	9.577948632144567	19.94	151	0.946	0.0005	0.0006241758664449055
4000	20.43	10.072988632972837	20.43	200	0.9279999999999999	0.0005	0.0007835738526450263
5000	22.7	13.06636904422954	23.09	241	0.91	0.0005	0.0009993994235992431
6000	22.47	12.882123272193912	23.09	291	0.892	0.0005	0.0012872680028279623
7000	21.01	12.292676681667015	23.09	336	0.874	0.0005	0.001534263292948405
8000	23.82	14.404429874174125	23.94	373	0.856	0.0005	0.0017669957876205445
9000	26.38	17.166117790578046	26.72	403	0.838	0.0005	0.0019505605432722304
10000	29.84	17.05210837403985	29.89	436	0.82	0.0005	0.002185655501153734
11000	31.24	17.666420124065883	31.24	467	0.802	0.0005	0.0024391780296961468
12000	33.4	22.126906697502932	33.92	490	0.784	0.0005	0.0026964577039082847
13000	36.16	26.10774597700843	36.6	515	0.766	0.0005	0.00291988558239407
14000	39.52	27.94690680558405	39.57	536	0.748	0.0005	0.003137057489818997
15000	42.41	29.25990259724048	42.62	560	0.73	0.0005	0.0034012088510725234
16000	44.47	30.712686303871237	45.12	578	0.712	0.0005	0.003664507998360528
17000	46.62	27.796683255381385	47.82	594	0.694	0.0005	0.003901478846867879
18000	52.27	31.134500156578714	52.38	607	0.6759999999999999	0.0005	0.00411060631275177
19000	55.49	32.73056522579468	55.55	625	0.6579999999999999	0.0005	0.004398324092229207
20000	57.15	32.14230078883589	57.15	643	0.6399999999999999	0.0005	0.004671878880924648
21000	60.17	34.50392876180914	60.33	660	0.622	0.0005	0.004932682977782356
22000	63.04	36.120332224385756	63.81	672	0.604	0.0005	0.005189575221803453
23000	66.54	41.428593990141636	66.54	684	0.586	0.0005	0.005576529701550801
24000	70.11	45.99671618713667	70.52	694	0.5680000000000001	0.0005	0.005954476926061842
25000	69.34	47.63406764071277	71.33	708	0.55	0.0005	0.006224866112073263
26000	73.71	51.47704245583656	74.21	718	0.532	0.0005	0.006419514748785231
27000	79.9	55.69209997836318	79.9	725	0.514	0.0005	0.006668687793943617
28000	85.93	59.31597676848963	85.93	731	0.4959999999999999	0.0005	0.007000118295351665
29000	91.79	62.44986709353351	91.79	738	0.478	0.0005	0.007311687999301487
30000	97.91	64.2921604863299	97.91	746	0.45999999999999996	0.0005	0.007524895866711934
31000	102.71	64.79310071296172	102.71	752	0.44199999999999995	0.0005	0.0077923982673221166
32000	109.47	65.62354074568059	109.47	758	0.42399999999999993	0.0005	0.008068633874257406
33000	115.29	66.82878047667786	115.29	765	0.4059999999999999	0.0005	0.008359273605876499
34000	119.87	67.72261882118853	120.88	771	0.3879999999999999	0.0005	0.008560085495313008
35000	128.08	67.08735797450963	128.08	777	0.37	0.0005	0.008846865561273363
36000	132.39	66.59292680157556	132.39	782	0.352	0.0005	0.009180006119940015
37000	137.24	66.51527944765773	137.24	787	0.33399999999999996	0.0005	0.009443306922912597
38000	141.57	65.39774537398058	141.57	792	0.31599999999999995	0.0005	0.0097053505314721
39000	146.73	64.16305089379713	146.73	797	0.29799999999999993	0.0005	0.010044941902160645
40000	154.45	60.33098291922649	154.45	802	0.2799999999999999	0.0005	0.010353790256712172
41000	159.6	58.12056434688156	159.6	807	0.262	0.0005	0.010596782763799032
42000	165.19	55.156449305588914	165.19	812	0.244	0.0005	0.010903461376825968
43000	169.31	51.45555266441126	169.31	817	0.22599999999999998	0.0005	0.01122514996263716
44000	173.2	48.5895050396688	173.2	822	0.20799999999999996	0.0005	0.011519834995269776
45000	175.79	46.50619206084282	175.79	827	0.18999999999999995	0.0005	0.011769503553708394
46000	177.76	45.39826428400099	177.76	833	0.17199999999999993	0.0005	0.012081736392445034
47000	180.81	41.267346655679226	180.81	838	0.15400000000000003	0.0005	0.012412357462777033
48000	185.3	34.98213829942361	185.3	843	0.136	0.0005	0.012687621381547717
49000	187.41	32.53616295754618	187.41	848	0.118	0.0005	0.012985464466942681
50000	189.58	29.002130956190097	189.58	853	0.1	0.0005	0.013296956618626912
51000	191.34	27.37379038423433	191.34	858	0.0984	0.0005	0.013589601649178398
52000	195.15	16.45015197498187	195.15	863	0.09680000000000001	0.0005	0.0138663735654619
53000	195.53	16.163202034250514	195.53	868	0.0952	0.0005	0.014186721642812093
54000	196.65	10.709224995301946	196.65	873	0.0936	0.0005	0.014506277177068922
55000	196.74	10.503923076641412	196.97	878	0.092	0.0005	0.014755138026343451
56000	196.22	11.188905219010481	196.97	884	0.09040000000000001	0.0005	0.015081676046053568
