Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	19.94	11.849742613238483	-inf	50	0.982	0.0005	2.2151536411709256e-05
2000	20.91578947368421	11.169189913512067	-inf	95	0.964	0.0005	0.0006678214338090685
3000	22.74	11.817461656379512	22.89	138	0.946	0.0005	0.001068275769551595
4000	22.84	10.692726499822202	23.22	183	0.9279999999999999	0.0005	0.0014700691567526923
5000	22.83	10.467143832010716	23.36	225	0.91	0.0005	0.0018763792514801024
6000	22.62	10.426677323097708	23.36	271	0.892	0.0005	0.0022855201694700453
7000	22.8	11.922248110151038	23.7	312	0.874	0.0005	0.0026966670486662124
8000	22.02	12.977657723950035	23.7	359	0.856	0.0005	0.003105711672041151
9000	21.49	12.083455631565005	23.7	405	0.838	0.0005	0.0035003197855419583
10000	22.91	13.1393264667562	23.7	450	0.82	0.0005	0.003897922502623664
11000	20.93	9.614837492126426	23.7	498	0.802	0.0005	0.004293978214263916
12000	22.55	14.994248897494	23.7	538	0.784	0.0005	0.00470378663804796
13000	23.59	15.484246833475627	23.73	585	0.766	0.0005	0.005114044547080993
14000	23.25	11.790144189109817	23.73	629	0.748	0.0005	0.0055328446626663206
15000	23.19	11.860602851457426	23.73	671	0.73	0.0005	0.005943628350893656
16000	23.3	12.184826629870447	23.73	714	0.712	0.0005	0.006352852251794603
17000	23.51	14.190486249596944	24.16	757	0.694	0.0005	0.006747568911976284
18000	23.51	13.355519458261442	24.16	800	0.6759999999999999	0.0005	0.007139828006426493
19000	22.65	10.718558671761796	24.16	847	0.6579999999999999	0.0005	0.00753663698832194
20000	21.46	11.383690087137825	24.16	895	0.6399999999999999	0.0005	0.00793493092060089
21000	21.03	10.945734328952078	24.16	942	0.622	0.0005	0.008327831228574117
22000	22.01	11.36265373933396	24.16	983	0.604	0.0005	0.008727113935682509
23000	22.43	12.19447005818621	24.16	1028	0.586	0.0005	0.009136535127957661
24000	23.5	13.020368658375231	24.16	1071	0.5680000000000001	0.0005	0.009535341726409064
25000	21.14	11.92561948076493	24.16	1123	0.55	0.0005	0.009931861294640435
26000	19.24	8.746565040060013	24.16	1174	0.532	0.0005	0.010327388577991061
27000	20.6	9.739609848448756	24.16	1219	0.514	0.0005	0.010729159845246208
