Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	20.6875	11.660396380483812	-inf	48	0.982	0.0005	2.2864341735839845e-05
2000	22.426966292134832	11.895507262988307	-inf	89	0.964	0.0005	0.00036297910743289524
3000	23.93	11.307745133314599	24.14	131	0.946	0.0005	0.0006154638528823853
4000	23.03	10.230791758216958	24.14	174	0.9279999999999999	0.0005	0.0008631638023588392
5000	23.55	12.139501637217238	24.41	217	0.91	0.0005	0.0011122426059510973
6000	22.67	12.163926175376107	24.41	264	0.892	0.0005	0.0013648281494776408
7000	21.55	9.867497149733564	24.41	307	0.874	0.0005	0.0016207289033465914
8000	24.38	12.917259771329212	24.41	343	0.856	0.0005	0.001887910564740499
9000	27.69	17.194007677094948	27.71	374	0.838	0.0005	0.002160271869765388
10000	30.12	17.9818130342855	30.48	407	0.82	0.0005	0.0024272635910246106
11000	31.88	21.26841790072783	32.4	437	0.802	0.0005	0.002698895533879598
12000	34.87	25.63070619393855	34.87	461	0.784	0.0005	0.002978561321894328
13000	36.04	25.702108862892942	36.72	485	0.766	0.0005	0.0032519969013002185
14000	40.91	32.24968061857357	41.48	503	0.748	0.0005	0.003535507917404175
15000	45.07	33.63012191473591	45.07	523	0.73	0.0005	0.0038271142376793757
16000	48.01	36.27657508641079	48.2	544	0.712	0.0005	0.004109065334002177
17000	51.88	40.358216016072866	52.7	558	0.694	0.0005	0.00438879476653205
18000	54.03	45.0478534449756	54.03	575	0.6759999999999999	0.0005	0.004675311247507731
19000	53.68	43.93014454790696	55.75	592	0.6579999999999999	0.0005	0.0049618133571412825
20000	55.74	44.083697667051474	56.57	613	0.6399999999999999	0.0005	0.005261421998341878
21000	58.21	45.04803991296403	58.37	627	0.622	0.0005	0.005562596652242872
22000	60.53	46.52901352919488	60.7	639	0.604	0.0005	0.005868540075090196
23000	65.44	48.741013530701224	65.44	650	0.586	0.0005	0.006180721124013265
24000	68.81	50.59737048503607	68.81	659	0.5680000000000001	0.0005	0.0064950187338723075
25000	74.74	53.77613225214324	74.74	670	0.55	0.0005	0.006810327304734124
26000	76.13	54.042326929916705	76.72	680	0.532	0.0005	0.007137882047229343
27000	82.54	57.734984195026854	82.54	687	0.514	0.0005	0.0074710000885857475
28000	88.67	60.074462960562535	88.67	693	0.4959999999999999	0.0005	0.007803515593210856
29000	95.54	62.5335781800466	95.54	698	0.478	0.0005	0.008135365645090738
30000	101.52	64.25643625349916	101.52	705	0.45999999999999996	0.0005	0.008459893266359965
31000	109.63	65.43693987343846	109.63	713	0.44199999999999995	0.0005	0.008783890936109755
32000	115.4	67.46109990209172	115.4	718	0.42399999999999993	0.0005	0.009118498828676012
33000	121.5	67.19933035380636	121.5	723	0.4059999999999999	0.0005	0.009453405075603062
34000	128.25	67.38788837766026	128.25	728	0.3879999999999999	0.0005	0.009796503252453273
35000	134.87	66.587334381247	134.87	734	0.37	0.0005	0.010132716099421183
36000	139.4	66.77933812190713	139.4	740	0.352	0.0005	0.010471226308080886
37000	144.0	65.91009027455509	144.0	745	0.33399999999999996	0.0005	0.010815756585862901
38000	149.15	65.55949587969693	149.15	751	0.31599999999999995	0.0005	0.011160030431217617
39000	153.78	62.92290203097757	153.78	756	0.29799999999999993	0.0005	0.011516264809502496
40000	157.86	62.183280711136504	157.86	761	0.2799999999999999	0.0005	0.011868351168102689
41000	165.74	56.735812323434665	165.74	766	0.262	0.0005	0.01223374585310618
42000	167.89	55.39167717265834	167.89	771	0.244	0.0005	0.012610070639186436
43000	172.59	52.50811270651424	172.59	776	0.22599999999999998	0.0005	0.012984828419155544
44000	178.47	46.40570115837061	178.47	781	0.20799999999999996	0.0005	0.013368022243181864
45000	181.81	44.12566033500235	181.81	786	0.18999999999999995	0.0005	0.013753229313426547
46000	182.9	43.85761051402595	182.9	791	0.17199999999999993	0.0005	0.014140258034070333
47000	184.35	43.348673566788634	184.35	796	0.15400000000000003	0.0005	0.01452935516834259
48000	185.58	42.925558819891904	185.58	801	0.136	0.0005	0.01492523405287001
49000	188.44	38.69168386100559	188.56	806	0.118	0.0005	0.015315839515791999
50000	193.05	29.483681927466254	193.05	811	0.1	0.0005	0.01569596204492781
51000	193.23	29.470614177515877	193.23	816	0.0984	0.0005	0.016094001332918804
52000	193.65	29.4140697626153	193.65	821	0.09680000000000001	0.0005	0.01649867898888058
53000	194.1	29.162475889402803	194.1	826	0.0952	0.0005	0.01690086821715037
54000	195.85	23.702056872769504	195.85	831	0.0936	0.0005	0.01730453027619256
55000	197.35	18.627600489596073	197.35	836	0.092	0.0005	0.01774743722544776
56000	197.35	18.627600489596073	197.35	841	0.09040000000000001	0.0005	0.018200295699967277
57000	197.35	18.627600489596073	197.35	846	0.0888	0.0005	0.018585011495484246
58000	199.13	6.0343268058665815	199.13	851	0.0872	0.0005	0.01897050784693824
59000	199.7	2.142428528562856	199.7	856	0.08560000000000001	0.0005	0.01937683297528161
60000	199.31	4.406120742784973	199.7	861	0.084	0.0005	0.0197799860768848
61000	199.31	4.406120742784973	199.7	866	0.0824	0.0005	0.02017081015639835
62000	198.88	7.252971804715636	199.7	872	0.08080000000000001	0.0005	0.02056302785873413
63000	198.42	8.516078909920926	199.7	877	0.0792	0.0005	0.020946623086929322
64000	190.04	38.07779405375264	199.7	886	0.0776	0.0005	0.021340524156888325
65000	190.04	38.07779405375264	199.7	891	0.07600000000000001	0.0005	0.0217322658167945
66000	190.04	38.07779405375264	199.7	896	0.07440000000000001	0.0005	0.02213924103313022
67000	190.04	38.07779405375264	199.7	901	0.0728	0.0005	0.02254686176776886
68000	190.15	38.08762922524845	199.7	906	0.07120000000000001	0.0005	0.022943281067742242
69000	190.11	38.07936317744823	199.7	911	0.06960000000000001	0.0005	0.023336652252409194
70000	190.06	38.06962568767915	199.7	916	0.068	0.0005	0.02372599396440718
71000	190.06	38.06962568767915	199.7	921	0.06640000000000001	0.0005	0.024115280045403375
72000	189.88	38.06475535190001	199.7	926	0.0648	0.0005	0.024504223598374262
73000	189.88	38.06475535190001	199.7	931	0.0632	0.0005	0.024896111687024436
74000	189.88	38.06475535190001	199.7	936	0.06160000000000001	0.0005	0.025287770960066052
75000	189.59	38.09700644407641	199.7	941	0.060000000000000005	0.0005	0.025685782035191854
76000	188.1	39.52151312892764	199.7	947	0.0584	0.0005	0.026084782017601862
77000	186.61	40.22086398873102	199.7	953	0.0568	0.0005	0.026477866172790528
78000	173.93	58.05363985143395	199.7	964	0.0552	0.0005	0.026866114338239034
79000	174.01	57.948855898973534	199.7	970	0.05360000000000001	0.0005	0.027256659468015036
