Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	19.58823529411765	8.41608280775502	-inf	51	0.982	0.0005	2.5517410702175563e-05
2000	21.206521739130434	11.924160752054284	-inf	92	0.964	0.0005	0.0003345702091852824
3000	22.82	13.89199769651579	22.95	136	0.946	0.0005	0.0005658553706275092
4000	22.66	13.665445473895097	23.85	179	0.9279999999999999	0.0005	0.0007991909980773926
5000	22.24	11.828034494369723	23.85	226	0.91	0.0005	0.0010376524925231933
6000	20.05	8.430154209740175	23.85	279	0.892	0.0005	0.0012774707211388482
7000	20.98	10.981784918673284	23.85	321	0.874	0.0005	0.0015217006206512452
8000	21.72	12.793029351955697	23.85	369	0.856	0.0005	0.0017668793598810831
9000	20.33	11.089684395869885	23.85	420	0.838	0.0005	0.0020105450683169895
10000	19.02	8.787468349871878	23.85	475	0.82	0.0005	0.0022559587160746256
11000	19.5	9.07028114227999	23.85	522	0.802	0.0005	0.0025130011638005573
12000	21.12	10.752934483200388	23.85	569	0.784	0.0005	0.002765960825814141
13000	19.0	9.778547949465707	23.85	626	0.766	0.0005	0.0030236538913514877
14000	19.07	9.443786316938773	23.85	675	0.748	0.0005	0.003282026251157125
15000	19.59	9.801117283248885	23.85	728	0.73	0.0005	0.0035476844178305733
16000	17.81	7.384707170903936	23.85	788	0.712	0.0005	0.0038222630156411067
17000	15.96	5.878639298341071	23.85	853	0.694	0.0005	0.0040919285350375706
18000	15.42	6.246887224850469	23.85	917	0.6759999999999999	0.0005	0.004367523458268907
19000	16.71	8.755906577847894	23.85	975	0.6579999999999999	0.0005	0.004639533095889621
20000	17.32	8.054663245598787	23.85	1034	0.6399999999999999	0.0005	0.004912543363041348
21000	15.98	6.008294267094447	23.85	1098	0.622	0.0005	0.0051947350634468925
22000	16.21	7.4233348301151025	23.85	1161	0.604	0.0005	0.005478244225184122
23000	14.59	5.7395034628441515	23.85	1231	0.586	0.0005	0.005772406193945143
24000	15.72	6.185596171752566	23.85	1291	0.5680000000000001	0.0005	0.006064248217476739
25000	15.25	6.093233952508307	23.85	1358	0.55	0.0005	0.0063628054327434964
26000	14.43	5.310847390012257	23.85	1428	0.532	0.0005	0.0066623579793506195
27000	14.76	5.923039760123176	23.85	1497	0.514	0.0005	0.00696818663014306
28000	14.42	5.244387476150098	23.85	1566	0.4959999999999999	0.0005	0.0072765517234802245
29000	13.76	4.58937904296431	23.85	1638	0.478	0.0005	0.007588209907213847
30000	12.86	3.4264267101457166	23.85	1714	0.45999999999999996	0.0005	0.007899051308631897
31000	13.18	3.8532583614390563	23.85	1788	0.44199999999999995	0.0005	0.008208724525239732
32000	13.01	3.5902506876261437	23.85	1867	0.42399999999999993	0.0005	0.008518360919422574
33000	12.66	3.655735220171176	23.85	1947	0.4059999999999999	0.0005	0.008833987514177959
34000	12.06	2.8100533802758982	23.85	2030	0.3879999999999999	0.0005	0.009161814782354567
35000	12.6	3.228002478313795	23.85	2109	0.37	0.0005	0.009479956428209941
36000	11.43	2.6692882946583345	23.85	2198	0.352	0.0005	0.009808773464626736
37000	11.72	3.043287695897317	23.85	2282	0.33399999999999996	0.0005	0.010138274431228637
38000	11.76	2.3371777852786466	23.85	2367	0.31599999999999995	0.0005	0.010470387869411044
39000	11.52	2.7874002224294956	23.85	2456	0.29799999999999993	0.0005	0.010806273486879138
40000	11.24	2.3921538412067065	23.85	2545	0.2799999999999999	0.0005	0.011146841711468167
41000	10.91	2.245417555823415	23.85	2635	0.262	0.0005	0.011483115686310661
42000	11.0	2.90516780926679	23.85	2726	0.244	0.0005	0.011827419069078233
43000	10.82	1.872858777377515	23.85	2818	0.22599999999999998	0.0005	0.01217448227935367
44000	10.63	1.8902645317521038	23.85	2912	0.20799999999999996	0.0005	0.01252937290403578
45000	10.29	1.5250901612691625	23.85	3009	0.18999999999999995	0.0005	0.012896293070581225
46000	10.26	1.7585221067703416	23.85	3107	0.17199999999999993	0.0005	0.013251216610272726
47000	10.3	1.862793601019716	23.85	3204	0.15400000000000003	0.0005	0.013608980112605624
48000	10.32	1.4620533505997653	23.85	3301	0.136	0.0005	0.013978508181042142
49000	10.01	1.5779416972752827	23.85	3401	0.118	0.0005	0.014349069860246446
50000	9.8	1.2083045973594573	23.85	3502	0.1	0.0005	0.014729916718271044
51000	9.98	1.1998333217576516	23.85	3603	0.0984	0.0005	0.015110094613499112
52000	9.84	1.1464728518373213	23.85	3704	0.09680000000000001	0.0005	0.015496680405404833
53000	10.13	1.2857293649909376	23.85	3803	0.0952	0.0005	0.015876813530921935
54000	10.01	1.389208407691229	23.85	3903	0.0936	0.0005	0.01624801927142673
55000	9.89	1.047807234180028	23.85	4004	0.092	0.0005	0.016621033814218308
