Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	19.9	10.570241246064349	-inf	50	0.982	0.0005	2.48412291208903e-05
2000	20.8	11.26484984832302	-inf	95	0.964	0.0005	0.00035935852262708874
3000	21.94	12.591918042935317	21.95	138	0.946	0.0005	0.0005935925245285034
4000	20.78	11.934471081702782	22.2	191	0.9279999999999999	0.0005	0.0008285274770524766
5000	20.3	9.71339281610705	22.2	236	0.91	0.0005	0.0010688398944007026
6000	22.07	10.266698593023953	22.55	281	0.892	0.0005	0.001318119830555386
7000	21.89	9.709680736254924	22.55	328	0.874	0.0005	0.0015647151072820027
8000	20.97	8.905565675463857	22.55	376	0.856	0.0005	0.0018170983923806085
9000	21.1	10.843892290132725	22.55	422	0.838	0.0005	0.002071470618247986
10000	22.28	12.909748254710468	22.55	466	0.82	0.0005	0.0023310457335578073
11000	21.34	12.592235703003656	22.55	514	0.802	0.0005	0.0025927848286098902
12000	19.75	10.540754242462917	22.55	566	0.784	0.0005	0.002859187324841817
13000	19.02	8.854354860745078	22.55	619	0.766	0.0005	0.0031292030546400283
14000	18.23	8.028517920513101	22.55	675	0.748	0.0005	0.00340515050623152
15000	18.37	8.727720206331089	22.55	728	0.73	0.0005	0.003683886196878221
16000	17.9	8.54107721543366	22.55	787	0.712	0.0005	0.00397271626525455
17000	17.38	7.1074327291927295	22.55	843	0.694	0.0005	0.004261555737919278
18000	17.96	7.489886514494062	22.55	898	0.6759999999999999	0.0005	0.00454252388742235
19000	17.67	7.508734913419171	22.55	956	0.6579999999999999	0.0005	0.004829927351739672
20000	17.72	8.62447679572506	22.55	1014	0.6399999999999999	0.0005	0.0051241232951482136
21000	17.47	7.455809815170986	22.55	1071	0.622	0.0005	0.005417092442512512
22000	17.71	9.243695148586413	22.55	1128	0.604	0.0005	0.005716968046294318
23000	16.8	8.852118390532292	22.55	1190	0.586	0.0005	0.0060179682572682695
24000	15.2	5.9464274989274015	22.55	1260	0.5680000000000001	0.0005	0.00632268230120341
25000	14.33	5.2077922385594455	22.55	1329	0.55	0.0005	0.006629574497540792
26000	14.32	6.103900392372077	22.55	1398	0.532	0.0005	0.006937395268016391
27000	14.91	6.847035855025151	22.55	1466	0.514	0.0005	0.007251624266306559
28000	15.73	8.095498749305072	22.55	1525	0.4959999999999999	0.0005	0.0075711134407255385
29000	15.93	8.312947732302904	22.55	1589	0.478	0.0005	0.007897607816590203
30000	14.21	5.992153202313839	22.55	1661	0.45999999999999996	0.0005	0.00821752150853475
31000	13.68	5.912495243127051	22.55	1735	0.44199999999999995	0.0005	0.008540353112750584
32000	13.46	5.280946884792537	22.55	1810	0.42399999999999993	0.0005	0.008876669340663485
33000	12.82	4.8936285106248105	22.55	1889	0.4059999999999999	0.0005	0.009196504553159079
34000	12.91	6.460797164437219	22.55	1964	0.3879999999999999	0.0005	0.009530448979801601
35000	12.53	4.1169284667091315	22.55	2045	0.37	0.0005	0.009861300322744581
36000	13.0	4.5934736311423405	22.55	2120	0.352	0.0005	0.010196355051464505
37000	12.04	3.4638706673315616	22.55	2204	0.33399999999999996	0.0005	0.010536621809005737
38000	12.24	4.202665820642893	22.55	2284	0.31599999999999995	0.0005	0.010879785749647352
39000	11.66	3.0894012364858017	22.55	2371	0.29799999999999993	0.0005	0.01122318857245975
